density	 t_tilde	 bins	 Energy	 EnVariance	 VarianceofTotE	 VarianceOfV 
0.02	0.014	9	0.00042773	0.000206366	0.151888	0.0209215
0.02	0.014	10	0.000456417	0.000187713	0.156986	0.019856
0.02	0.014	11	0.000406866	0.000177067	0.154414	0.0181705
0.02	0.014	12	0.000304587	0.000189563	0.147989	0.0181161
0.02	0.014	13	0.000221184	0.000192457	0.143769	0.0171046
0.02	0.014	14	0.000360873	0.000223733	0.152343	0.0200792
0.02	0.014	15	0.000402276	0.000212614	0.151151	0.019087
0.02	0.014	16	0.000343873	0.000207192	0.14801	0.0180509
0.02	0.014	17	0.000325353	0.00019583	0.145112	0.0171825
0.02	0.014	18	0.00034091	0.000185567	0.144014	0.0163576
0.02	0.014	19	0.000408768	0.000187798	0.148136	0.0168821
0.02	0.014	20	0.000389035	0.000179442	0.145913	0.0161482
0.02	0.014	21	0.000428966	0.000175284	0.149931	0.0163922
0.02	0.014	22	0.000429664	0.000167318	0.148411	0.0157326
0.02	0.014	23	0.000391594	0.000164317	0.145986	0.0152223
0.02	0.014	24	0.000456394	0.000169768	0.154192	0.0179467
0.02	0.014	25	0.000463393	0.000163121	0.15251	0.0173488
0.02	0.014	26	0.00038769	0.000173527	0.14963	0.017016
0.02	0.014	27	0.000462955	0.000182695	0.154329	0.0181094
0.02	0.014	28	0.000418363	0.000181531	0.151785	0.0176063
0.02	0.014	29	0.000432885	0.000175851	0.152383	0.017112
0.02	0.014	30	0.000449226	0.000170747	0.154686	0.0168627
0.02	0.014	31	0.000454147	0.00016531	0.153594	0.0163826
0.02	0.014	32	0.00047074	0.000160974	0.153204	0.0159712
0.02	0.014	33	0.000414098	0.000165763	0.151072	0.0156481
0.02	0.014	34	0.000506113	0.000184668	0.157293	0.0180728
0.02	0.014	35	0.000474082	0.000182149	0.155617	0.0175699
0.02	0.014	36	0.000468269	0.000177182	0.156071	0.017054
0.02	0.014	37	0.000471839	0.000172429	0.155808	0.0166153
0.02	0.014	38	0.000487533	0.000168604	0.15534	0.0162776
0.02	0.014	39	0.000463964	0.00016592	0.153637	0.0159149
0.02	0.014	40	0.000462283	0.000161781	0.153292	0.0155134
0.02	0.014	41	0.000444875	0.000158769	0.152111	0.0151377
0.02	0.014	42	0.0004292	0.00015576	0.150874	0.0147915
0.02	0.014	43	0.000416631	0.000152644	0.149544	0.0144812
0.02	0.014	44	0.00041536	0.00014918	0.148955	0.0141608
0.02	0.014	45	0.000400961	0.000146558	0.148313	0.0138151
