density	 t_tilde	 bins	 Energy	 EnVariance	 VarianceofTotE	 VarianceOfV 
1	0.018	82	-0.000905871	7.7536e-06	0.0457385	0.000775889
1	0.018	83	-0.000906116	7.66405e-06	0.0456536	0.000769359
1	0.018	84	-0.000906127	7.57282e-06	0.0456261	0.000760569
1	0.018	85	-0.000906456	7.4909e-06	0.0455217	0.00075585
1	0.018	86	-0.000907177	7.43836e-06	0.045426	0.000748679
1	0.018	87	-0.00090673	7.36624e-06	0.0454733	0.000740379
1	0.018	88	-0.000906247	7.29836e-06	0.0454988	0.000731677
1	0.018	89	-0.000905469	7.25768e-06	0.0458289	0.000770845
1	0.018	90	-0.000905674	7.17991e-06	0.0459185	0.00076677
1	0.018	91	-0.000904671	7.17064e-06	0.046135	0.000774154
1	0.018	92	-0.000904956	7.09833e-06	0.0461686	0.000766404
1	0.018	93	-0.000905547	7.04659e-06	0.0459423	0.00077936
1	0.018	94	-0.00090514	6.98336e-06	0.0460363	0.000774206
1	0.018	95	-0.00090569	6.93141e-06	0.0459431	0.000768301
1	0.018	96	-0.000904488	6.96259e-06	0.045998	0.000757695
1	0.018	97	-0.000903537	6.95543e-06	0.0460846	0.000749951
